TE_LABEL,WAFER_ID,TYPE,X_UM,Y_UM,COD_ROLL_EVAL,POT_FAILMODE,MAX_PD,MEAN_PD,MIN_DELTA,CURRENT_AT_ROLLOVER,CURRENT_AT_SPD,DV_DI_AT_COD
200L6W,QCHWK,BL LASER,1797,46051,ROLLOVER,ROLLOVER,47.07973,27.315490608,25.254116608,206.0,,
200L6X,QCHWK,BL LASER,2054,46018,ROLLOVER,ROLLOVER,47.293259,27.026648636,23.370379636,206.0,,
200M05,QCHWK,SILC,1027,33901,ROLLOVER,ROLLOVER,48.492305,28.331342071999998,26.320887071999998,218.0,,
200M6V,QCHWK,BL LASER,771,46084,ROLLOVER,ROLLOVER,47.265336,26.29504008,14.96323408,205.0,,
200M6W,QCHWK,BL LASER,1027,46051,ROLLOVER,ROLLOVER,47.496932,27.3080598,23.091688799999996,206.0,,
200M6X,QCHWK,BL LASER,1284,46018,ROLLOVER,ROLLOVER,47.39181,27.528014096,23.019272095999998,207.0,,
200N6V,QCHWK,BL LASER,1,46084,ROLLOVER,ROLLOVER,47.207847,26.269186668,13.429539668,205.0,,
200N6W,QCHWK,BL LASER,257,46051,ROLLOVER,ROLLOVER,47.270263,27.506687516000003,23.029154516000002,206.0,,
200N6X,QCHWK,BL LASER,514,46018,ROLLOVER,ROLLOVER,47.152001,27.33537832,22.140060319999996,206.0,,
202C05,QCHWK,SILC,30287,33901,ROLLOVER,ROLLOVER,48.558006,29.129006564,27.647445564,214.0,,
202D05,QCHWK,SILC,29517,33901,ROLLOVER,ROLLOVER,48.347762,28.711436352,27.047555351999996,215.0,,
202E05,QCHWK,SILC,28747,33901,ROLLOVER,ROLLOVER,49.034339,28.881576072,27.097790072000002,213.0,,
202H6V,QCHWK,BL LASER,26181,46084,ROLLOVER,ROLLOVER,46.232185,27.301404296,23.658276296,208.0,,
202H6W,QCHWK,BL LASER,26437,46051,ROLLOVER,ROLLOVER,46.281461,27.28591196,23.414471959999993,211.0,,
202H6X,QCHWK,BL LASER,26694,46018,ROLLOVER,ROLLOVER,46.302814,27.052948804,22.902277804000004,209.0,,
202I6V,QCHWK,BL LASER,25411,46084,ROLLOVER,ROLLOVER,46.343877,27.264703616,25.339659616,209.0,,
202I6W,QCHWK,BL LASER,25667,46051,ROLLOVER,ROLLOVER,46.273248,27.035327764,22.416536764,209.0,,
202I6X,QCHWK,BL LASER,25924,46018,ROLLOVER,ROLLOVER,46.179624,27.164529052000002,22.767480052,210.0,,
202J05,QCHWK,SILC,24897,33901,ROLLOVER,ROLLOVER,48.962068,28.727027212,27.082855212000002,215.0,,
202J6V,QCHWK,BL LASER,24641,46084,ROLLOVER,ROLLOVER,46.033439,26.712097856,22.755246856,207.0,,
202J6W,QCHWK,BL LASER,24897,46051,ROLLOVER,ROLLOVER,45.772277,27.038290868,22.449065868,210.0,,
202J6X,QCHWK,BL LASER,25154,46018,ROLLOVER,ROLLOVER,45.752567,27.059045884,25.076512883999996,207.0,,
202K05,QCHWK,SILC,24127,33901,ROLLOVER,ROLLOVER,49.196949,28.649749552,26.898814552,214.0,,
202K6V,QCHWK,BL LASER,23871,46084,ROLLOVER,ROLLOVER,46.182909,27.353130784,22.221871784,210.0,,
202K6W,QCHWK,BL LASER,24127,46051,ROLLOVER,ROLLOVER,46.117208,26.735848788,21.883818788,207.0,,
202K6X,QCHWK,BL LASER,24384,46018,ROLLOVER,ROLLOVER,45.810055,26.593894908,23.338402908000003,209.0,,
202L05,QCHWK,SILC,23357,33901,ROLLOVER,ROLLOVER,48.985063,28.689137335999998,27.028540336,215.0,,
202L6V,QCHWK,BL LASER,23101,46084,ROLLOVER,ROLLOVER,46.261751,27.387709296,22.363214296,209.0,,
202L6W,QCHWK,BL LASER,23357,46051,ROLLOVER,ROLLOVER,46.06629,27.254296536000002,23.036282535999998,210.0,,
202L6X,QCHWK,BL LASER,23614,46018,ROLLOVER,ROLLOVER,46.069575,27.293020808,23.143992808,209.0,,
202M05,QCHWK,SILC,22587,33901,ROLLOVER,ROLLOVER,49.226515,28.766388776,27.557487775999995,213.0,,
202M6V,QCHWK,BL LASER,22331,46084,ROLLOVER,ROLLOVER,46.021941,27.231616488,23.171285488,207.0,,
202M6W,QCHWK,BL LASER,22587,46051,ROLLOVER,ROLLOVER,46.251895,27.421854196,22.448277196000003,208.0,,
202M6X,QCHWK,BL LASER,22844,46018,ROLLOVER,ROLLOVER,45.647445,27.286260168000002,22.880998167999998,207.0,,
202N6V,QCHWK,BL LASER,21561,46084,ROLLOVER,ROLLOVER,45.874114,27.258008659999998,22.70984666,211.0,,
202N6W,QCHWK,BL LASER,21817,46051,ROLLOVER,ROLLOVER,45.617879,27.04717364,25.076139640000005,211.0,,
202N6X,QCHWK,BL LASER,22074,46018,ROLLOVER,ROLLOVER,45.810055,26.464292787999998,12.965991787999997,205.0,,
216C05,QCHWK,SILC,-23613,47401,ROLLOVER,ROLLOVER,47.432874,28.933716484,27.805299484000003,213.0,,
216D05,QCHWK,SILC,-24383,47401,ROLLOVER,ROLLOVER,47.792587,29.051925996,27.834811996,213.0,,
216E05,QCHWK,SILC,-25153,47401,ROLLOVER,ROLLOVER,47.989691,28.807202344,27.363419343999997,211.0,,
216H6V,QCHWK,BL LASER,-27719,59584,ROLLOVER,ROLLOVER,46.608324,27.10936638,22.827293380000004,205.0,,
216H6W,QCHWK,BL LASER,-27463,59551,ROLLOVER,ROLLOVER,46.846491,27.592085872,22.467395871999997,206.0,,
216H6X,QCHWK,BL LASER,-27206,59518,ROLLOVER,ROLLOVER,46.628035,27.605791168,23.170964168,206.0,,
216I6V,QCHWK,BL LASER,-28489,59584,ROLLOVER,ROLLOVER,46.284746,27.155968196,22.220169195999997,206.0,,
216I6W,QCHWK,BL LASER,-28233,59551,ROLLOVER,ROLLOVER,46.623107,27.451288324,22.730660324,206.0,,
216I6X,QCHWK,BL LASER,-27976,59518,ROLLOVER,ROLLOVER,46.480207,26.805984772,21.162255771999998,204.0,,
216J05,QCHWK,SILC,-29003,47401,ROLLOVER,ROLLOVER,47.015671,28.848784596,27.413214596000003,214.0,,
216J6V,QCHWK,BL LASER,-29259,59584,ROLLOVER,ROLLOVER,46.311026,27.620186232000002,22.324673232,206.0,,
216J6W,QCHWK,BL LASER,-29003,59551,ROLLOVER,ROLLOVER,46.238755,27.713265084,23.073122084000005,209.0,,
216J6X,QCHWK,BL LASER,-28746,59518,ROLLOVER,ROLLOVER,46.278176,27.503343912000002,24.078671912,206.0,,
216K05,QCHWK,SILC,-29773,47401,ROLLOVER,ROLLOVER,47.441086,28.713532208,26.870615208,213.0,,
216K6V,QCHWK,BL LASER,-30029,59584,ROLLOVER,ROLLOVER,46.192764,27.347710456,22.712494456,207.0,,
216K6W,QCHWK,BL LASER,-29773,59551,ROLLOVER,ROLLOVER,46.39151,27.330253652,22.670399651999997,207.0,,
216K6X,QCHWK,BL LASER,-29516,59518,ROLLOVER,ROLLOVER,46.237113,26.941467124,19.267573124000002,207.0,,
216L05,QCHWK,SILC,-30543,47401,ROLLOVER,ROLLOVER,47.383598,28.802169612,26.637316612,217.0,,
216L6V,QCHWK,BL LASER,-30799,59584,ROLLOVER,ROLLOVER,46.212475,27.64391748,24.42784648,208.0,,
216L6W,QCHWK,BL LASER,-30543,59551,ROLLOVER,ROLLOVER,46.25518,27.049427224,22.125126224,207.0,,
216L6X,QCHWK,BL LASER,-30286,59518,ROLLOVER,ROLLOVER,46.196049,27.537054596,23.519429596000005,206.0,,
216M05,QCHWK,SILC,-31313,47401,ROLLOVER,ROLLOVER,47.140503,28.93646934,27.453266340000003,215.0,,
216M6V,QCHWK,BL LASER,-31569,59584,ROLLOVER,ROLLOVER,46.035082,27.442464676,23.605516676,209.0,,
216M6W,QCHWK,BL LASER,-31313,59551,ROLLOVER,ROLLOVER,46.135276,27.460210552,23.271762552,208.0,,
216M6X,QCHWK,BL LASER,-31056,59518,ROLLOVER,ROLLOVER,45.123478,25.670143319999998,23.286834319999993,204.0,,
216N6V,QCHWK,BL LASER,-32339,59584,ROLLOVER,ROLLOVER,46.3718,27.496234472,22.994062472,207.0,,
216N6W,QCHWK,BL LASER,-32083,59551,ROLLOVER,ROLLOVER,46.3718,27.479487228000004,24.044959228000003,207.0,,
216N6X,QCHWK,BL LASER,-31826,59518,ROLLOVER,ROLLOVER,46.179624,27.41465334,22.84021034,207.0,,
218C05,QCHWK,SILC,-2053,47401,ROLLOVER,ROLLOVER,48.691051,29.182303324,27.942193324000005,212.0,,
218D05,QCHWK,SILC,-2823,47401,ROLLOVER,ROLLOVER,48.978493,28.968084728,27.504591728,211.0,,
218E05,QCHWK,SILC,-3593,47401,ROLLOVER,ROLLOVER,48.472594,29.14985352,28.12984352,212.0,,
218H6V,QCHWK,BL LASER,-6159,59584,ROLLOVER,ROLLOVER,47.294901,27.12705312,23.56769412,209.0,,
218H6W,QCHWK,BL LASER,-5903,59551,ROLLOVER,ROLLOVER,47.283403,27.007555884000002,22.342774884000004,207.0,,
218H6X,QCHWK,BL LASER,-5646,59518,ROLLOVER,ROLLOVER,47.155286,27.20425196,24.336396960000002,207.0,,
218I6V,QCHWK,BL LASER,-6929,59584,ROLLOVER,ROLLOVER,47.033739,26.954850404000002,22.820605404000005,209.0,,
218I6W,QCHWK,BL LASER,-6673,59551,ROLLOVER,ROLLOVER,47.309684,27.183385296,23.898328296000006,209.0,,
218I6X,QCHWK,BL LASER,-6416,59518,ROLLOVER,ROLLOVER,47.225915,27.268240044,24.717393044,209.0,,
218J05,QCHWK,SILC,-7443,47401,ROLLOVER,ROLLOVER,48.470952,28.746908427999998,26.987760428,212.0,,
218J6V,QCHWK,BL LASER,-7699,59584,ROLLOVER,ROLLOVER,46.938472,26.525355448,18.766049448000004,209.0,,
218J6W,QCHWK,BL LASER,-7443,59551,ROLLOVER,ROLLOVER,47.145431,27.031254284,22.696621283999995,208.0,,
218J6X,QCHWK,BL LASER,-7186,59518,ROLLOVER,ROLLOVER,46.726586,26.373585812,16.337735812000002,208.0,,
218K05,QCHWK,SILC,-8213,47401,ROLLOVER,ROLLOVER,48.237713,29.012728676,27.741410675999997,214.0,,
218K6V,QCHWK,BL LASER,-8469,59584,ROLLOVER,ROLLOVER,47.064947,26.968306052,22.219755052,207.0,,
218K6W,QCHWK,BL LASER,-8213,59551,ROLLOVER,ROLLOVER,47.36553,26.996215848,24.478218847999997,207.0,,
218K6X,QCHWK,BL LASER,-7956,59518,ROLLOVER,ROLLOVER,47.084657,27.042462911999998,22.995271912,208.0,,
218L05,QCHWK,SILC,-8983,47401,ROLLOVER,ROLLOVER,48.50873,29.152658972,27.920761971999998,212.0,,
218L6V,QCHWK,BL LASER,-9239,59584,ROLLOVER,ROLLOVER,47.296544,27.062008988000002,22.436647988000004,205.0,,
218L6W,QCHWK,BL LASER,-8983,59551,ROLLOVER,ROLLOVER,47.197992,27.032233276,21.698942276000004,205.0,,
218L6X,QCHWK,BL LASER,-8726,59518,ROLLOVER,ROLLOVER,47.015671,27.043257903999997,22.564081903999995,205.0,,
218M05,QCHWK,SILC,-9753,47401,ROLLOVER,ROLLOVER,48.898009,29.102844396000002,27.640994396000004,213.0,,
218M6V,QCHWK,BL LASER,-10009,59584,ROLLOVER,ROLLOVER,47.124078,26.385385728000003,21.737029728000003,204.0,,
218M6W,QCHWK,BL LASER,-9753,59551,ROLLOVER,ROLLOVER,47.344177,27.18404232,23.471927319999995,206.0,,
218M6X,QCHWK,BL LASER,-9496,59518,ROLLOVER,ROLLOVER,47.07316,26.651048340000003,22.91758034,206.0,,
218N6V,QCHWK,BL LASER,-10779,59584,ROLLOVER,ROLLOVER,47.354032,27.270130516000002,23.674635516000002,207.0,,
218N6W,QCHWK,BL LASER,-10523,59551,ROLLOVER,ROLLOVER,47.194707,26.995466856,22.434164856000002,206.0,,
218N6X,QCHWK,BL LASER,-10266,59518,ROLLOVER,ROLLOVER,47.148716,26.968260028,22.540003027999997,206.0,,
220C05,QCHWK,SILC,19507,47401,ROLLOVER,ROLLOVER,48.09317,29.18646878,27.97264078,211.0,,
220D05,QCHWK,SILC,18737,47401,ROLLOVER,ROLLOVER,48.103025,29.037425716,27.759538716,211.0,,
220E05,QCHWK,SILC,17967,47401,ROLLOVER,ROLLOVER,48.252495,29.151706311999998,28.020004311999994,211.0,,
220H6V,QCHWK,BL LASER,15401,59584,ROLLOVER,ROLLOVER,47.78766,27.62977208,23.805966079999994,210.0,,
220H6W,QCHWK,BL LASER,15657,59551,ROLLOVER,ROLLOVER,47.467367,27.145521756,23.370990755999998,206.0,,
220H6X,QCHWK,BL LASER,15914,59518,ROLLOVER,ROLLOVER,47.22263,27.289387536,23.396594536000002,211.0,,
220I6V,QCHWK,BL LASER,14631,59584,ROLLOVER,ROLLOVER,47.830366,27.419883172000002,23.472886172000006,208.0,,
220I6W,QCHWK,BL LASER,14887,59551,ROLLOVER,ROLLOVER,47.707176,27.36881364,22.186635639999995,208.0,,
220I6X,QCHWK,BL LASER,15144,59518,ROLLOVER,ROLLOVER,47.39838,26.528857332,21.545425332,206.0,,
220J05,QCHWK,SILC,14117,47401,ROLLOVER,ROLLOVER,48.883226,29.531531215999998,28.276639216,210.0,,
220J6V,QCHWK,BL LASER,13861,59584,ROLLOVER,ROLLOVER,47.690751,27.393215032,22.552683031999997,208.0,,
220J6W,QCHWK,BL LASER,14117,59551,ROLLOVER,ROLLOVER,47.66447,27.04531434,23.18044434,206.0,,
220J6X,QCHWK,BL LASER,14374,59518,ROLLOVER,ROLLOVER,47.628334,27.255400332,22.643180332,206.0,,
220K05,QCHWK,SILC,13347,47401,ROLLOVER,ROLLOVER,48.748539,29.354387784,27.969736783999995,211.0,,
220K6V,QCHWK,BL LASER,13091,59584,ROLLOVER,ROLLOVER,47.680895,27.377703020000002,23.778923020000004,208.0,,
220K6W,QCHWK,BL LASER,13347,59551,ROLLOVER,ROLLOVER,47.851718,27.459369552000002,22.599127552000002,206.0,,
220K6X,QCHWK,BL LASER,13604,59518,ROLLOVER,ROLLOVER,47.470652,27.238850208,24.032633207999996,209.0,,
220L05,QCHWK,SILC,12577,47401,ROLLOVER,ROLLOVER,48.512015,26.966223283999998,3.9461832839999964,211.0,,
220L6V,QCHWK,BL LASER,12321,59584,ROLLOVER,ROLLOVER,47.815583,27.497555036,25.234151036,207.0,,
220L6W,QCHWK,BL LASER,12577,59551,ROLLOVER,ROLLOVER,47.718674,27.291194312,22.890860311999997,206.0,,
220L6X,QCHWK,BL LASER,12834,59518,ROLLOVER,ROLLOVER,46.823495,26.43004932,22.78692032,206.0,,
220M05,QCHWK,SILC,11807,47401,ROLLOVER,ROLLOVER,48.469309,29.176593888,28.169723888,214.0,,
220M6V,QCHWK,BL LASER,11551,59584,ROLLOVER,ROLLOVER,47.712103,26.947721828000002,23.220823828000004,205.0,,
220M6W,QCHWK,BL LASER,11807,59551,ROLLOVER,ROLLOVER,47.700606,27.354050576000002,24.543684576,207.0,,
220M6X,QCHWK,BL LASER,12064,59518,ROLLOVER,ROLLOVER,47.319539,27.009507212,21.758343212,207.0,,
220N6V,QCHWK,BL LASER,10781,59584,ROLLOVER,ROLLOVER,47.590556,26.729285256,18.083014256,205.0,,
220N6W,QCHWK,BL LASER,11037,59551,ROLLOVER,ROLLOVER,47.648045,27.132670576,22.224794575999997,206.0,,
220N6X,QCHWK,BL LASER,11294,59518,ROLLOVER,ROLLOVER,47.54128,27.135732252,22.705833251999998,205.0,,
222C05,QCHWK,SILC,41067,47401,ROLLOVER,ROLLOVER,47.869786,29.517175532,27.818800532,213.0,,
222D05,QCHWK,SILC,40297,47401,ROLLOVER,ROLLOVER,48.751824,29.299658748000002,27.813170748,210.0,,
222E05,QCHWK,SILC,39527,47401,ROLLOVER,ROLLOVER,48.82081,29.410220627999998,27.744696628,213.0,,
222H6V,QCHWK,BL LASER,36961,59584,ROLLOVER,ROLLOVER,46.738084,27.330319372,22.243407372,205.0,,
222H6W,QCHWK,BL LASER,37217,59551,ROLLOVER,ROLLOVER,47.015671,27.43969864,23.54690564,206.0,,
222H6X,QCHWK,BL LASER,37474,59518,ROLLOVER,ROLLOVER,46.67731,27.293014208,22.866399207999997,205.0,,
222I6V,QCHWK,BL LASER,36191,59584,ROLLOVER,ROLLOVER,47.276833,26.933057344,23.625004344,204.0,,
222I6W,QCHWK,BL LASER,36447,59551,ROLLOVER,ROLLOVER,47.176639,27.785910843999996,24.564912844000002,210.0,,
222I6X,QCHWK,BL LASER,36704,59518,ROLLOVER,ROLLOVER,47.317897,27.514683356000003,22.454052356000002,206.0,,
222J05,QCHWK,SILC,35677,47401,ROLLOVER,ROLLOVER,49.592799,29.199799564,27.946549564000005,213.0,,
222J6V,QCHWK,BL LASER,35421,59584,ROLLOVER,ROLLOVER,47.165141,27.325628251999998,24.395357252,206.0,,
222J6W,QCHWK,BL LASER,35677,59551,ROLLOVER,ROLLOVER,47.482149,27.196426975999998,23.835812976,205.5,,
222J6X,QCHWK,BL LASER,35934,59518,ROLLOVER,ROLLOVER,47.34582,27.176959712,23.548613711999998,203.0,,
222K05,QCHWK,SILC,34907,47401,ROLLOVER,ROLLOVER,49.714346,29.09380384,27.55146884,215.0,,
222K6V,QCHWK,BL LASER,34651,59584,ROLLOVER,ROLLOVER,47.570846,27.444034904,23.298291904,209.0,,
222K6W,QCHWK,BL LASER,34907,59551,ROLLOVER,ROLLOVER,47.726886,26.758463103999997,19.611820104,204.0,,
222K6X,QCHWK,BL LASER,35164,59518,ROLLOVER,ROLLOVER,47.370457,27.473245596,22.731264596000003,206.0,,
222L05,QCHWK,SILC,34137,47401,ROLLOVER,ROLLOVER,49.768549,29.203616808,27.863312808000003,213.0,,
222L6V,QCHWK,BL LASER,33881,59584,ROLLOVER,ROLLOVER,47.551136,27.429298104,23.040462104,208.0,,
222L6W,QCHWK,BL LASER,34137,59551,ROLLOVER,ROLLOVER,47.314612,26.817909528,22.310810528000005,205.0,,
222L6X,QCHWK,BL LASER,34394,59518,ROLLOVER,ROLLOVER,47.726886,27.01990772,20.845641719999996,207.0,,
222M05,QCHWK,SILC,33367,47401,ROLLOVER,ROLLOVER,49.464682,29.196179428,27.888726428,210.0,,
222M6V,QCHWK,BL LASER,33111,59584,ROLLOVER,ROLLOVER,47.698963,27.117145423999997,23.736821424,206.0,,
222M6W,QCHWK,BL LASER,33367,59551,ROLLOVER,ROLLOVER,47.784375,26.635444296000003,22.757433296000002,205.0,,
222M6X,QCHWK,BL LASER,33624,59518,ROLLOVER,ROLLOVER,47.749882,27.627038916,23.704680916000004,208.0,,
222N6V,QCHWK,BL LASER,32341,59584,ROLLOVER,ROLLOVER,47.67104,26.757503875999998,21.499769876,205.0,,
222N6W,QCHWK,BL LASER,32597,59551,ROLLOVER,ROLLOVER,47.618479,27.03668778,21.99740978,206.0,,
222N6X,QCHWK,BL LASER,32854,59518,ROLLOVER,ROLLOVER,47.718674,27.403530156000002,23.758759156000004,207.0,,
64C05,QCHWK,SILC,-23613,-60599,ROLLOVER,ROLLOVER,48.960425,29.056314824,27.911472824000004,206.0,,
64D05,QCHWK,SILC,-24383,-60599,ROLLOVER,ROLLOVER,48.443029,28.96964844,27.908574439999995,206.0,,
64E05,QCHWK,SILC,-25153,-60599,ROLLOVER,ROLLOVER,49.054049,28.990449452,27.019415452000004,206.0,,
64H6V,QCHWK,BL LASER,-27719,-48416,ROLLOVER,ROLLOVER,47.697321,26.834604192,19.086796191999998,208.0,,
64H6W,QCHWK,BL LASER,-27463,-48449,ROLLOVER,ROLLOVER,47.564276,27.243101068,25.093031068,209.0,,
64H6X,QCHWK,BL LASER,-27206,-48482,ROLLOVER,ROLLOVER,47.381955,27.305596032,25.204802032,209.0,,
64I6V,QCHWK,BL LASER,-28489,-48416,ROLLOVER,ROLLOVER,47.597126,27.411585119999998,25.50625112,209.0,,
64I6W,QCHWK,BL LASER,-28233,-48449,ROLLOVER,ROLLOVER,47.342534,27.361639068,24.602191068,210.0,,
64I6X,QCHWK,BL LASER,-27976,-48482,ROLLOVER,ROLLOVER,47.477222,27.318217204,25.230563204,209.0,,
64J05,QCHWK,SILC,-29003,-60599,ROLLOVER,ROLLOVER,49.354632,28.983925312,27.885074312000004,205.0,,
64J6V,QCHWK,BL LASER,-29259,-48416,ROLLOVER,ROLLOVER,47.423018,27.457004312000002,25.554956312,209.0,,
64J6W,QCHWK,BL LASER,-29003,-48449,ROLLOVER,ROLLOVER,46.834993,26.365668828,19.478545828,209.0,,
64J6X,QCHWK,BL LASER,-28746,-48482,ROLLOVER,ROLLOVER,47.314612,26.805649676,20.210896675999997,208.0,,
64K05,QCHWK,SILC,-29773,-60599,ROLLOVER,ROLLOVER,49.53531,28.97376132,27.963606320000004,205.0,,
64K6V,QCHWK,BL LASER,-30029,-48416,ROLLOVER,ROLLOVER,47.388525,27.36845228,25.522249280000004,209.0,,
64K6W,QCHWK,BL LASER,-29773,-48449,ROLLOVER,ROLLOVER,47.529783,27.492936836000002,24.133965836000005,209.0,,
64K6X,QCHWK,BL LASER,-29516,-48482,ROLLOVER,ROLLOVER,47.20292,26.87985916,21.49729316,208.0,,
64L05,QCHWK,SILC,-30543,-60599,ROLLOVER,ROLLOVER,49.630577,29.26962018,28.001587179999998,204.0,,
64L6V,QCHWK,BL LASER,-30799,-48416,ROLLOVER,ROLLOVER,30.232355,19.25523796,15.63365396,208.0,,
64L6W,QCHWK,BL LASER,-30543,-48449,ROLLOVER,ROLLOVER,30.278025,19.19964484,16.49376484,208.0,,
64L6X,QCHWK,BL LASER,-30286,-48482,ROLLOVER,ROLLOVER,30.16901,19.20990008,17.58091808,209.0,,
64M05,QCHWK,SILC,-31313,-60599,ROLLOVER,ROLLOVER,49.674925,29.305874064,28.059194063999996,204.0,,
64M6V,QCHWK,BL LASER,-31569,-48416,ROLLOVER,ROLLOVER,30.2254,19.416162776,18.442658776,209.0,,
64M6W,QCHWK,BL LASER,-31313,-48449,ROLLOVER,ROLLOVER,30.21786,19.393919556,17.731811556,209.0,,
64M6X,QCHWK,BL LASER,-31056,-48482,ROLLOVER,ROLLOVER,30.116417,19.134679756,15.647619756000001,208.0,,
64N6V,QCHWK,BL LASER,-32339,-48416,ROLLOVER,ROLLOVER,30.178332,19.447414916000003,18.286914916000004,209.0,,
64N6W,QCHWK,BL LASER,-32083,-48449,ROLLOVER,ROLLOVER,30.126957,19.400092808,18.439669808,209.0,,
64N6X,QCHWK,BL LASER,-31826,-48482,ROLLOVER,ROLLOVER,30.042346,18.998352732,16.031416732,208.0,,
66C05,QCHWK,SILC,-2053,-60599,ROLLOVER,ROLLOVER,48.676268,29.190272872,28.150551872,208.0,,
66D05,QCHWK,SILC,-2823,-60599,ROLLOVER,ROLLOVER,48.714046,29.19726346,28.11812246,208.0,,
66E05,QCHWK,SILC,-3593,-60599,ROLLOVER,ROLLOVER,48.554721,29.144288656,27.928817656000007,206.0,,
66H6V,QCHWK,BL LASER,-6159,-48416,ROLLOVER,ROLLOVER,48.170369,26.859327564,24.150797564,208.0,,
66H6W,QCHWK,BL LASER,-5903,-48449,ROLLOVER,ROLLOVER,48.068532,27.042285532,23.707951532,209.0,,
66H6X,QCHWK,BL LASER,-5646,-48482,ROLLOVER,ROLLOVER,48.025826,26.962714852,23.424707852,212.0,,
66I6V,QCHWK,BL LASER,-6929,-48416,ROLLOVER,ROLLOVER,47.983121,27.01536122,24.104800219999998,208.0,,
66I6W,QCHWK,BL LASER,-6673,-48449,ROLLOVER,ROLLOVER,47.96998,26.401587616,16.464288616000005,208.0,,
66I6X,QCHWK,BL LASER,-6416,-48482,ROLLOVER,ROLLOVER,48.181867,27.012338932,23.264087932000002,210.0,,
66J05,QCHWK,SILC,-7443,-60599,ROLLOVER,ROLLOVER,48.191722,28.989726736,28.069910735999997,206.0,,
66J6V,QCHWK,BL LASER,-7699,-48416,ROLLOVER,ROLLOVER,48.089885,27.183904331999997,23.885707331999996,210.0,,
66J6W,QCHWK,BL LASER,-7443,-48449,ROLLOVER,ROLLOVER,47.853361,26.982852287999997,23.944174288,208.0,,
66J6X,QCHWK,BL LASER,-7186,-48482,ROLLOVER,ROLLOVER,47.912492,26.965835636,23.753049636,208.5,,
66K05,QCHWK,SILC,-8213,-60599,ROLLOVER,ROLLOVER,48.277133,29.306156552,27.887011552,206.0,,
66K6V,QCHWK,BL LASER,-8469,-48416,ROLLOVER,ROLLOVER,47.904279,27.107822408,23.426915408000003,208.0,,
66K6W,QCHWK,BL LASER,-8213,-48449,ROLLOVER,ROLLOVER,47.441086,26.840556703999997,24.549228703999994,206.0,,
66K6X,QCHWK,BL LASER,-7956,-48482,ROLLOVER,ROLLOVER,47.899352,26.918491408,23.272077408,210.0,,
66L05,QCHWK,SILC,-8983,-60599,ROLLOVER,ROLLOVER,48.549793,29.023563336,28.036403335999996,208.0,,
66L6V,QCHWK,BL LASER,-9239,-48416,ROLLOVER,ROLLOVER,48.057034,27.206341292,22.884848291999997,208.0,,
66L6W,QCHWK,BL LASER,-8983,-48449,ROLLOVER,ROLLOVER,48.004474,26.916454708,23.225692707999997,208.0,,
66L6X,QCHWK,BL LASER,-8726,-48482,ROLLOVER,ROLLOVER,47.799157,26.734212832,23.153499831999998,208.0,,
66M05,QCHWK,SILC,-9753,-60599,ROLLOVER,ROLLOVER,48.168726,29.15769826,28.149186259999997,206.0,,
66M6V,QCHWK,BL LASER,-10009,-48416,ROLLOVER,ROLLOVER,48.111238,27.147781856,24.508237856,208.0,,
66M6W,QCHWK,BL LASER,-9753,-48449,ROLLOVER,ROLLOVER,48.012686,26.41813774,15.060051739999995,207.0,,
66M6X,QCHWK,BL LASER,-9496,-48482,ROLLOVER,ROLLOVER,47.67104,26.870082804000003,24.028507804000004,210.5,,
66N6V,QCHWK,BL LASER,-10779,-48416,ROLLOVER,ROLLOVER,47.996261,27.034565648,22.637516648000002,208.0,,
66N6W,QCHWK,BL LASER,-10523,-48449,ROLLOVER,ROLLOVER,48.052107,26.847553896,23.756314896,208.0,,
66N6X,QCHWK,BL LASER,-10266,-48482,ROLLOVER,ROLLOVER,48.025826,26.863538956,23.578480956,208.5,,
68C05,QCHWK,SILC,19507,-60599,ROLLOVER,ROLLOVER,49.205162,29.282333352000002,28.188409352,204.0,,
68D05,QCHWK,SILC,18737,-60599,ROLLOVER,ROLLOVER,49.725844,29.317522880000002,28.08726888,206.0,,
68E05,QCHWK,SILC,17967,-60599,ROLLOVER,ROLLOVER,49.5156,29.250586532,27.913568532,207.0,,
68H6V,QCHWK,BL LASER,15401,-48416,ROLLOVER,ROLLOVER,48.654915,27.466701787999998,23.769369787999995,210.0,,
68H6W,QCHWK,BL LASER,15657,-48449,ROLLOVER,ROLLOVER,48.659843,27.420415308,22.854185307999998,209.0,,
68H6X,QCHWK,BL LASER,15914,-48482,ROLLOVER,ROLLOVER,48.490662,27.543394768,23.821424768,210.0,,
68I6V,QCHWK,BL LASER,14631,-48416,ROLLOVER,ROLLOVER,48.612209,27.312455196,24.204790195999994,207.0,,
68I6W,QCHWK,BL LASER,14887,-48449,ROLLOVER,ROLLOVER,48.411821,27.205815675999997,24.976904676,210.0,,
68I6X,QCHWK,BL LASER,15144,-48482,ROLLOVER,ROLLOVER,48.564576,27.392328124,23.872389123999998,210.0,,
68J05,QCHWK,SILC,14117,-60599,ROLLOVER,ROLLOVER,49.50903,29.385608968,28.081440968000003,208.0,,
68J6V,QCHWK,BL LASER,13861,-48416,ROLLOVER,ROLLOVER,48.78139,27.230841224,23.104809223999997,207.0,,
68J6W,QCHWK,BL LASER,14117,-48449,ROLLOVER,ROLLOVER,48.689408,27.355312056,24.673062055999996,208.0,,
68J6X,QCHWK,BL LASER,14374,-48482,ROLLOVER,ROLLOVER,48.574431,27.414725588,23.577778587999997,210.0,,
