TE_LABEL,WAFER_ID,TYPE,X_UM,Y_UM,COD_ROLL_EVAL,POT_FAILMODE,MAX_PD,MEAN_PD,MIN_DELTA,CURRENT_AT_ROLLOVER,CURRENT_AT_SPD,DV_DI_AT_COD
148E05,QCHWK,SILC,61087,-6599,ROLLOVER,ROLLOVER,49.737341,29.378953448,27.677293448000004,218.0,,
148H6V,QCHWK,BL LASER,58521,5584,ROLLOVER,ROLLOVER,46.393153,27.037220519999998,24.80666652,195.0,,
148H6W,QCHWK,BL LASER,58777,5551,ROLLOVER,ROLLOVER,45.972666,26.8988008,24.1705608,195.0,,
148H6X,QCHWK,BL LASER,59034,5518,ROLLOVER,ROLLOVER,45.258166,26.897407916,24.609364915999997,196.0,,
148I6V,QCHWK,BL LASER,57751,5584,ROLLOVER,ROLLOVER,46.805428,27.11694832,24.124260320000005,206.0,,
148I6W,QCHWK,BL LASER,58007,5551,ROLLOVER,ROLLOVER,47.040309,27.038067508,23.700448507999997,194.0,,
148I6X,QCHWK,BL LASER,58264,5518,ROLLOVER,ROLLOVER,46.37837,27.3312326,25.0908236,194.0,,
148J05,QCHWK,SILC,57237,-6599,ROLLOVER,ROLLOVER,49.530383,29.442368212,27.620804212,217.0,,
148J6V,QCHWK,BL LASER,56981,5584,ROLLOVER,ROLLOVER,46.81364,27.01004594,24.901038940000003,207.0,,
148J6W,QCHWK,BL LASER,57237,5551,ROLLOVER,ROLLOVER,47.018956,26.852967659999997,24.633910659999998,207.0,,
148J6X,QCHWK,BL LASER,57494,5518,ROLLOVER,ROLLOVER,46.544266,26.770834604,23.004516603999996,207.0,,
148K05,QCHWK,SILC,56467,-6599,ROLLOVER,ROLLOVER,48.329694,28.636307092,27.005276092,217.0,,
148K6V,QCHWK,BL LASER,56211,5584,ROLLOVER,ROLLOVER,46.744654,26.35681886,21.330680860000005,207.0,,
148K6W,QCHWK,BL LASER,56467,5551,ROLLOVER,ROLLOVER,46.848133,26.894609036000002,23.465010036000006,207.0,,
148K6X,QCHWK,BL LASER,56724,5518,ROLLOVER,ROLLOVER,47.135576,27.200060268,25.248736267999995,208.0,,
148L05,QCHWK,SILC,55697,-6599,ROLLOVER,ROLLOVER,48.163799,28.61967158,26.55829758,217.0,,
148L6V,QCHWK,BL LASER,55441,5584,ROLLOVER,ROLLOVER,46.09914,26.529632612,23.169019612,208.0,,
148L6W,QCHWK,BL LASER,55697,5551,ROLLOVER,ROLLOVER,46.288031,26.301077996,20.317345996000004,208.0,,
148L6X,QCHWK,BL LASER,55954,5518,ROLLOVER,ROLLOVER,46.284746,26.305407732,23.900745731999997,207.0,,
148M05,QCHWK,SILC,54927,-6599,ROLLOVER,ROLLOVER,48.075102,28.960483108000002,26.675726108000003,215.0,,
148M6V,QCHWK,BL LASER,54671,5584,ROLLOVER,ROLLOVER,45.20889,26.289639476,23.326517476000003,207.0,,
148M6W,QCHWK,BL LASER,54927,5551,ROLLOVER,ROLLOVER,45.5144,26.481138588,23.281492588,208.0,,
148M6X,QCHWK,BL LASER,55184,5518,ROLLOVER,ROLLOVER,45.476622,26.23419424,23.029621239999997,207.0,,
148N6V,QCHWK,BL LASER,53901,5584,ROLLOVER,ROLLOVER,45.225315,26.736716028,24.586646028,207.0,,
148N6W,QCHWK,BL LASER,54157,5551,ROLLOVER,ROLLOVER,44.952655,26.397980664,22.677652664000004,206.0,,
148N6X,QCHWK,BL LASER,54414,5518,ROLLOVER,ROLLOVER,45.386283,26.521557924,23.581431924,208.0,,
156C05,QCHWK,SILC,-55953,6901,ROLLOVER,ROLLOVER,48.042252,28.907074639999998,27.197201640000003,219.0,,
156D05,QCHWK,SILC,-56723,6901,ROLLOVER,ROLLOVER,48.09974,28.528504644,26.867908644000003,218.0,,
156E05,QCHWK,SILC,-57493,6901,ROLLOVER,ROLLOVER,47.460797,28.40382362,26.51820062,219.0,,
156H6V,QCHWK,BL LASER,-60059,19084,ROLLOVER,ROLLOVER,46.196049,27.194101136,25.318333136,210.0,,
156H6W,QCHWK,BL LASER,-59803,19051,ROLLOVER,ROLLOVER,46.064647,27.223193656,25.459117656000004,211.0,,
156H6X,QCHWK,BL LASER,-59546,19018,ROLLOVER,ROLLOVER,45.966095,27.371146052,25.442817052000002,211.0,,
156I6V,QCHWK,BL LASER,-60829,19084,ROLLOVER,ROLLOVER,46.618179,27.46183338,25.69611538,211.0,,
156I6W,QCHWK,BL LASER,-60573,19051,ROLLOVER,ROLLOVER,46.552478,27.366356412000002,25.617063412,211.0,,
156I6X,QCHWK,BL LASER,-60316,19018,ROLLOVER,ROLLOVER,46.404651,27.294965548,25.586735548,211.0,,
156J05,QCHWK,SILC,-61343,6901,ROLLOVER,ROLLOVER,47.515,28.433369336,26.038562336,220.0,,
156J6V,QCHWK,BL LASER,-61599,19084,ROLLOVER,ROLLOVER,47.124078,27.178247459999998,24.91648546,210.0,,
156J6W,QCHWK,BL LASER,-61343,19051,ROLLOVER,ROLLOVER,46.78736,27.448666812,25.776572812,211.0,,
156J6X,QCHWK,BL LASER,-61086,19018,ROLLOVER,ROLLOVER,46.590256,27.281142048000003,25.44972204800001,211.5,,
156K05,QCHWK,SILC,-62113,6901,ROLLOVER,ROLLOVER,47.914134,28.445346704,24.728304703999996,220.0,,
156K6V,QCHWK,BL LASER,-62369,19084,ROLLOVER,ROLLOVER,47.135576,26.694305968000002,23.167795968000007,211.0,,
156K6W,QCHWK,BL LASER,-62113,19051,ROLLOVER,ROLLOVER,47.395095,27.456419564,25.579008564000006,210.0,,
156K6X,QCHWK,BL LASER,-61856,19018,ROLLOVER,ROLLOVER,46.821853,26.671533952,22.139796951999994,211.0,,
156L05,QCHWK,SILC,-62883,6901,ROLLOVER,ROLLOVER,47.667755,28.499924624,26.381062624,220.0,,
156L6V,QCHWK,BL LASER,-63139,19084,ROLLOVER,ROLLOVER,47.832008,27.374332564,25.534700563999998,210.0,,
156L6W,QCHWK,BL LASER,-62883,19051,ROLLOVER,ROLLOVER,47.404951,27.330109084,24.964867084,210.0,,
156L6X,QCHWK,BL LASER,-62626,19018,ROLLOVER,ROLLOVER,47.708818,27.093617816,20.574421815999997,210.0,,
156M05,QCHWK,SILC,-63653,6901,ROLLOVER,ROLLOVER,48.183509,28.7199512,26.936164200000004,219.0,,
156M6V,QCHWK,BL LASER,-63909,19084,ROLLOVER,ROLLOVER,48.045537,27.638911036,25.099561036,209.0,,
156M6W,QCHWK,BL LASER,-63653,19051,ROLLOVER,ROLLOVER,47.733456,27.616644951999998,25.175847951999998,211.0,,
156M6X,QCHWK,BL LASER,-63396,19018,ROLLOVER,ROLLOVER,47.25548,27.060806656,24.964940656000007,210.0,,
156N6V,QCHWK,BL LASER,-64679,19084,ROLLOVER,ROLLOVER,47.961768,27.529558079999997,23.019174079999996,210.0,,
156N6W,QCHWK,BL LASER,-64423,19051,ROLLOVER,ROLLOVER,47.766307,27.811304344,24.138610344000003,210.0,,
156N6X,QCHWK,BL LASER,-64166,19018,ROLLOVER,ROLLOVER,47.426303,27.453226471999997,24.997645471999995,210.0,,
158C05,QCHWK,SILC,-34393,6901,ROLLOVER,ROLLOVER,47.889497,28.286777548000003,25.609455548000007,221.0,,
158D05,QCHWK,SILC,-35163,6901,ROLLOVER,ROLLOVER,47.34582,28.042302984000003,25.916870984,220.0,,
158E05,QCHWK,SILC,-35933,6901,ROLLOVER,ROLLOVER,47.174997,28.093208272,26.05154527199999,220.0,,
158H6V,QCHWK,BL LASER,-38499,19084,ROLLOVER,ROLLOVER,46.856346,26.829124716,24.470452715999993,208.0,,
158H6W,QCHWK,BL LASER,-38243,19051,ROLLOVER,ROLLOVER,46.467067,26.668813944,24.637005944000002,207.5,,
158H6X,QCHWK,BL LASER,-37986,19018,ROLLOVER,ROLLOVER,46.455569,26.620123356,24.791988355999997,208.0,,
158I6V,QCHWK,BL LASER,-39269,19084,ROLLOVER,ROLLOVER,46.895767,27.123012504,25.212751503999993,208.0,,
158I6W,QCHWK,BL LASER,-39013,19051,ROLLOVER,ROLLOVER,46.798857,26.758528788,24.693869787999994,208.0,,
158I6X,QCHWK,BL LASER,-38756,19018,ROLLOVER,ROLLOVER,46.784075,26.823323316000003,24.761950316,208.0,,
158J05,QCHWK,SILC,-39783,6901,ROLLOVER,ROLLOVER,48.050464,28.172923427999997,26.573100427999996,218.0,,
158J6V,QCHWK,BL LASER,-40039,19084,ROLLOVER,ROLLOVER,47.025526,26.524107128,22.412858128,207.0,,
158J6W,QCHWK,BL LASER,-39783,19051,ROLLOVER,ROLLOVER,46.821853,26.526189851999998,18.558282852,207.0,,
158J6X,QCHWK,BL LASER,-39526,19018,ROLLOVER,ROLLOVER,46.636247,26.977780107999997,25.080659108,207.0,,
158K05,QCHWK,SILC,-40553,6901,ROLLOVER,ROLLOVER,48.656557,28.346880392,26.604157391999994,220.0,,
158K6V,QCHWK,BL LASER,-40809,19084,ROLLOVER,ROLLOVER,46.8005,26.784336232,24.708179232000006,207.0,,
158K6W,QCHWK,BL LASER,-40553,19051,ROLLOVER,ROLLOVER,46.900694,26.994297396,24.716109396,207.0,,
158K6X,QCHWK,BL LASER,-40296,19018,ROLLOVER,ROLLOVER,46.63789,26.649248088,24.057338087999995,207.0,,
158L05,QCHWK,SILC,-41323,6901,ROLLOVER,ROLLOVER,48.364187,28.24695552,26.52558552,219.0,,
158L6V,QCHWK,BL LASER,-41579,19084,ROLLOVER,ROLLOVER,47.193064,27.129569512000003,24.37340651200001,207.0,,
158L6W,QCHWK,BL LASER,-41323,19051,ROLLOVER,ROLLOVER,46.79393,26.853788939999998,23.688635939999998,207.0,,
158L6X,QCHWK,BL LASER,-41066,19018,ROLLOVER,ROLLOVER,46.628035,26.618414519999998,23.94273452,207.0,,
158M05,QCHWK,SILC,-42093,6901,ROLLOVER,ROLLOVER,48.397038,28.523767592,26.321136591999995,218.0,,
158M6V,QCHWK,BL LASER,-42349,19084,ROLLOVER,ROLLOVER,46.915477,26.314803012,15.822329012,207.0,,
158M6W,QCHWK,BL LASER,-42093,19051,ROLLOVER,ROLLOVER,47.102725,27.061982708,24.757514708,207.0,,
158M6X,QCHWK,BL LASER,-41836,19018,ROLLOVER,ROLLOVER,46.890839,26.860293340000002,24.683943340000003,207.0,,
158N6V,QCHWK,BL LASER,-43119,19084,ROLLOVER,ROLLOVER,46.07943,26.599256099999998,22.072447099999998,206.0,,
158N6W,QCHWK,BL LASER,-42863,19051,ROLLOVER,ROLLOVER,46.95654,27.232733444,24.034729444,208.0,,
158N6X,QCHWK,BL LASER,-42606,19018,ROLLOVER,ROLLOVER,46.697021,26.905391204,24.527009204,207.0,,
160C05,QCHWK,SILC,-12833,6901,ROLLOVER,ROLLOVER,46.692093,28.661963412000002,26.725421412,221.0,,
160D05,QCHWK,SILC,-13603,6901,ROLLOVER,ROLLOVER,46.979536,28.460819307999998,26.417513307999997,220.0,,
160E05,QCHWK,SILC,-14373,6901,ROLLOVER,ROLLOVER,47.542923,28.715089304,26.827823304000002,219.0,,
160H6V,QCHWK,BL LASER,-16939,19084,ROLLOVER,ROLLOVER,45.649087,27.031812763999998,24.370916763999997,209.0,,
160H6W,QCHWK,BL LASER,-16683,19051,ROLLOVER,ROLLOVER,45.765707,26.75170904,19.521297040000004,208.0,,
160H6X,QCHWK,BL LASER,-16426,19018,ROLLOVER,ROLLOVER,45.455269,26.907164511999998,24.597769512000003,217.0,,
160I6V,QCHWK,BL LASER,-17709,19084,ROLLOVER,ROLLOVER,45.921747,26.984698444000003,24.989026444000004,209.0,,
160I6W,QCHWK,BL LASER,-17453,19051,ROLLOVER,ROLLOVER,45.706576,26.08109742,16.63491442,207.0,,
160I6X,QCHWK,BL LASER,-17196,19018,ROLLOVER,ROLLOVER,45.414206,27.084340828000002,25.450023828000003,208.0,,
160J05,QCHWK,SILC,-18223,6901,ROLLOVER,ROLLOVER,47.441086,28.622890896,26.351273896000002,218.0,,
160J6V,QCHWK,BL LASER,-18479,19084,ROLLOVER,ROLLOVER,45.770635,26.855464295999997,25.235931296,208.0,,
160J6W,QCHWK,BL LASER,-18223,19051,ROLLOVER,ROLLOVER,45.401066,26.260139628,18.011360628000006,208.0,,
160J6X,QCHWK,BL LASER,-17966,19018,ROLLOVER,ROLLOVER,45.502902,26.72898958,24.89921258,208.0,,
160K05,QCHWK,SILC,-18993,6901,ROLLOVER,ROLLOVER,47.390168,28.692350192000003,26.801799192,219.0,,
160K6V,QCHWK,BL LASER,-19249,19084,ROLLOVER,ROLLOVER,45.685223,26.534172564000002,23.122639564000004,208.0,,
160K6W,QCHWK,BL LASER,-18993,19051,ROLLOVER,ROLLOVER,45.772277,26.376522608,18.673063607999996,207.0,,
160K6X,QCHWK,BL LASER,-18736,19018,ROLLOVER,ROLLOVER,45.207247,26.493470668,24.568426668,208.5,,
160L05,QCHWK,SILC,-19763,6901,ROLLOVER,ROLLOVER,46.81364,28.245628312,26.077490312000002,219.0,,
160L6V,QCHWK,BL LASER,-20019,19084,ROLLOVER,ROLLOVER,45.77392,27.11137026,25.440918260000004,208.0,,
160L6W,QCHWK,BL LASER,-19763,19051,ROLLOVER,ROLLOVER,45.846191,27.09905128,25.155939280000002,209.0,,
160L6X,QCHWK,BL LASER,-19506,19018,ROLLOVER,ROLLOVER,45.6573,27.230144836,24.979880836,209.0,,
160M05,QCHWK,SILC,-20533,6901,ROLLOVER,ROLLOVER,46.871129,28.412456708,26.748575707999997,218.0,,
160M6V,QCHWK,BL LASER,-20789,19084,ROLLOVER,ROLLOVER,45.700006,27.093611260000003,25.373884260000004,208.0,,
160M6W,QCHWK,BL LASER,-20533,19051,ROLLOVER,ROLLOVER,45.760779,26.708287152,22.626603151999998,209.0,,
160M6X,QCHWK,BL LASER,-20276,19018,ROLLOVER,ROLLOVER,45.36493,26.729055272,24.938699271999997,209.0,,
160N6V,QCHWK,BL LASER,-21559,19084,ROLLOVER,ROLLOVER,45.672083,26.889313524000002,24.982337524000002,207.0,,
160N6W,QCHWK,BL LASER,-21303,19051,ROLLOVER,ROLLOVER,45.67701,26.990039968,25.163547968,208.0,,
160N6X,QCHWK,BL LASER,-21046,19018,ROLLOVER,ROLLOVER,45.307441,26.78687888,25.03430088,208.0,,
162C05,QCHWK,SILC,8727,6901,ROLLOVER,ROLLOVER,47.877999,28.839507576,26.980165576,219.0,,
162D05,QCHWK,SILC,7957,6901,ROLLOVER,ROLLOVER,47.579059,28.577504572000002,26.736229572000006,220.0,,
162E05,QCHWK,SILC,7187,6901,ROLLOVER,ROLLOVER,47.574131,28.642890304,26.732629303999996,219.0,,
162H6V,QCHWK,BL LASER,4621,19084,ROLLOVER,ROLLOVER,45.673725,27.017916912,25.472297912,208.0,,
162H6W,QCHWK,BL LASER,4877,19051,ROLLOVER,ROLLOVER,45.654015,27.150035403999997,25.377746403999996,208.0,,
162H6X,QCHWK,BL LASER,5134,19018,ROLLOVER,ROLLOVER,45.394495,26.69876818,22.929165180000002,208.0,,
162I6V,QCHWK,BL LASER,3851,19084,ROLLOVER,ROLLOVER,45.709861,27.20479732,25.18120132,208.0,,
162I6W,QCHWK,BL LASER,4107,19051,ROLLOVER,ROLLOVER,45.566961,26.920225935999998,25.097018935999998,208.0,,
162I6X,QCHWK,BL LASER,4364,19018,ROLLOVER,ROLLOVER,45.54068,27.117493648,25.304142648,208.0,,
162J05,QCHWK,SILC,3337,6901,ROLLOVER,ROLLOVER,47.846791,29.241992844000002,27.499269844000004,221.0,,
162J6V,QCHWK,BL LASER,3081,19084,ROLLOVER,ROLLOVER,45.709861,27.124234592,24.984019592,209.0,,
162J6W,QCHWK,BL LASER,3337,19051,ROLLOVER,ROLLOVER,45.668798,26.98260916,25.001719160000004,208.0,,
162J6X,QCHWK,BL LASER,3594,19018,ROLLOVER,ROLLOVER,45.486477,27.308197804,25.603252804,209.0,,
162K05,QCHWK,SILC,2567,6901,ROLLOVER,ROLLOVER,47.496932,29.12979498,27.21953498,221.0,,
162K6V,QCHWK,BL LASER,2311,19084,ROLLOVER,ROLLOVER,45.621164,27.033461876,25.082137876,208.0,,
162K6W,QCHWK,BL LASER,2567,19051,ROLLOVER,ROLLOVER,46.077787,27.559077595999998,25.512486596,209.0,,
162K6X,QCHWK,BL LASER,2824,19018,ROLLOVER,ROLLOVER,45.412563,26.925764516,25.298018516000006,208.0,,
162L05,QCHWK,SILC,1797,6901,ROLLOVER,ROLLOVER,47.940415,28.82335824,26.507392239999998,220.0,,
162L6V,QCHWK,BL LASER,1541,19084,ROLLOVER,ROLLOVER,45.877399,27.065589688,25.414847688,208.0,,
162L6W,QCHWK,BL LASER,1797,19051,ROLLOVER,ROLLOVER,45.882326,27.09499094,25.202797939999993,209.0,,
162L6X,QCHWK,BL LASER,2054,19018,ROLLOVER,ROLLOVER,45.52097,26.642940776,23.325032775999997,208.0,,
162M05,QCHWK,SILC,1027,6901,ROLLOVER,ROLLOVER,47.823795,28.856787012,26.946526012000003,219.0,,
162M6V,QCHWK,BL LASER,771,19084,ROLLOVER,ROLLOVER,45.724644,27.025452912000002,25.340217912000004,207.0,,
162M6W,QCHWK,BL LASER,1027,19051,ROLLOVER,ROLLOVER,45.902037,26.438340848,17.197473847999998,207.0,,
162M6X,QCHWK,BL LASER,1284,19018,ROLLOVER,ROLLOVER,45.52097,26.967287664,25.282053664,208.0,,
162N6V,QCHWK,BL LASER,1,19084,ROLLOVER,ROLLOVER,45.798557,27.234375968000002,25.577064968000002,208.0,,
162N6W,QCHWK,BL LASER,257,19051,ROLLOVER,ROLLOVER,45.790345,27.011438856,25.294995856,208.0,,
162N6X,QCHWK,BL LASER,514,19018,ROLLOVER,ROLLOVER,45.491405,27.157506736,25.567539735999997,207.0,,
164C05,QCHWK,SILC,30287,6901,ROLLOVER,ROLLOVER,48.490662,28.61652448,26.98549348,221.0,,
164D05,QCHWK,SILC,29517,6901,ROLLOVER,ROLLOVER,49.114823,28.531060404,26.638867404000003,215.0,,
164E05,QCHWK,SILC,28747,6901,ROLLOVER,ROLLOVER,49.211732,28.820730216,26.875976215999998,216.0,,
164H6V,QCHWK,BL LASER,26181,19084,ROLLOVER,ROLLOVER,47.186494,27.273264488000002,24.932660488000003,208.0,,
164H6W,QCHWK,BL LASER,26437,19051,ROLLOVER,ROLLOVER,47.360602,27.142571764,24.851244764,208.0,,
164H6X,QCHWK,BL LASER,26694,19018,ROLLOVER,ROLLOVER,47.173354,26.909253828,24.333768828,208.0,,
164I6V,QCHWK,BL LASER,25411,19084,ROLLOVER,ROLLOVER,47.406593,27.34407716,24.885212160000002,208.0,,
164I6W,QCHWK,BL LASER,25667,19051,ROLLOVER,ROLLOVER,47.051807,27.14019336,25.445104360000002,208.0,,
164I6X,QCHWK,BL LASER,25924,19018,ROLLOVER,ROLLOVER,47.171712,27.010026264,24.749906264,208.0,,
164J05,QCHWK,SILC,24897,6901,ROLLOVER,ROLLOVER,49.809613,28.754365468,26.559946468000003,218.0,,
164J6V,QCHWK,BL LASER,24641,19084,ROLLOVER,ROLLOVER,47.475579,27.085122644,24.856211644,207.0,,
164J6W,QCHWK,BL LASER,24897,19051,ROLLOVER,ROLLOVER,47.166784,27.27739708,24.96635908,208.0,,
164J6X,QCHWK,BL LASER,25154,19018,ROLLOVER,ROLLOVER,47.35896,26.917900108,24.587152108,208.0,,
164K05,QCHWK,SILC,24127,6901,ROLLOVER,ROLLOVER,49.395695,28.975325012000003,27.385358012,218.0,,
164K6V,QCHWK,BL LASER,23871,19084,ROLLOVER,ROLLOVER,47.11258,27.215500596000002,25.426786596,208.0,,
164K6W,QCHWK,BL LASER,24127,19051,ROLLOVER,ROLLOVER,47.38524,27.212221524,24.771423524,207.0,,
164K6X,QCHWK,BL LASER,24384,19018,ROLLOVER,ROLLOVER,47.161856,27.10321676,24.94657676,208.0,,
164L05,QCHWK,SILC,23357,6901,ROLLOVER,ROLLOVER,48.436459,28.667574251999998,26.487938252000003,219.0,,
164L6V,QCHWK,BL LASER,23101,19084,ROLLOVER,ROLLOVER,47.160214,27.036963724,24.476261724,208.0,,
164L6W,QCHWK,BL LASER,23357,19051,ROLLOVER,ROLLOVER,47.211132,27.278605948,25.095685947999996,207.0,,
164L6X,QCHWK,BL LASER,23614,19018,ROLLOVER,ROLLOVER,47.000889,27.020229608,24.344550608,208.0,,
164M05,QCHWK,SILC,22587,6901,ROLLOVER,ROLLOVER,48.873371,28.759102508,27.103433508000006,215.0,,
164M6V,QCHWK,BL LASER,22331,19084,ROLLOVER,ROLLOVER,47.536353,27.280682132000003,24.800464132000002,207.5,,
164M6W,QCHWK,BL LASER,22587,19051,ROLLOVER,ROLLOVER,47.276833,26.977024571999998,25.208020572,207.0,,
164M6X,QCHWK,BL LASER,22844,19018,ROLLOVER,ROLLOVER,46.903979,26.960553304,25.211260304,208.0,,
164N6V,QCHWK,BL LASER,21561,19084,ROLLOVER,ROLLOVER,47.064947,27.1399437,25.3413747,208.0,,
164N6W,QCHWK,BL LASER,21817,19051,ROLLOVER,ROLLOVER,47.148716,26.958950144,23.141713144,207.0,,
164N6X,QCHWK,BL LASER,22074,19018,ROLLOVER,ROLLOVER,46.961468,26.672710012,24.430659011999996,208.0,,
166C05,QCHWK,SILC,51847,6901,ROLLOVER,ROLLOVER,48.291916,29.102752384,27.440513384,215.0,,
166D05,QCHWK,SILC,51077,6901,ROLLOVER,ROLLOVER,48.646702,29.075887208,27.379155208000004,212.0,,
166E05,QCHWK,SILC,50307,6901,ROLLOVER,ROLLOVER,48.860231,28.881805996,27.334543995999997,211.0,,
166H6V,QCHWK,BL LASER,47741,19084,ROLLOVER,ROLLOVER,46.889197,26.595386308000002,24.563578308000004,208.0,,
166H6W,QCHWK,BL LASER,47997,19051,ROLLOVER,ROLLOVER,47.373743,26.836240160000003,24.454573160000002,211.0,,
166H6X,QCHWK,BL LASER,48254,19018,ROLLOVER,ROLLOVER,47.327752,26.819322103999998,22.509327103999997,210.0,,
166I6V,QCHWK,BL LASER,46971,19084,ROLLOVER,ROLLOVER,47.035382,26.672755996,23.236585995999995,208.0,,
166I6W,QCHWK,BL LASER,47227,19051,ROLLOVER,ROLLOVER,46.823495,27.278356304000003,24.300451304000006,208.0,,
166I6X,QCHWK,BL LASER,47484,19018,ROLLOVER,ROLLOVER,47.117508,26.73678832,24.60314332,213.0,,
166J05,QCHWK,SILC,46457,6901,ROLLOVER,ROLLOVER,48.428246,28.50387326,26.741440259999997,217.0,,
166J6V,QCHWK,BL LASER,46201,19084,ROLLOVER,ROLLOVER,47.115866,26.984238544,22.815500544000002,212.0,,
166J6W,QCHWK,BL LASER,46457,19051,ROLLOVER,ROLLOVER,46.741369,26.765177780000002,24.85820178,208.0,,
166J6X,QCHWK,BL LASER,46714,19018,ROLLOVER,ROLLOVER,46.946685,26.549980232000003,22.212062232000008,209.0,,
166K05,QCHWK,SILC,45687,6901,ROLLOVER,ROLLOVER,48.63849,28.566828096000002,26.548160096000004,216.0,,
166K6V,QCHWK,BL LASER,45431,19084,ROLLOVER,ROLLOVER,46.810355,26.635943604,24.715827604000008,211.0,,
166K6W,QCHWK,BL LASER,45687,19051,ROLLOVER,ROLLOVER,47.201277,26.866804312,22.574877311999998,210.0,,
166K6X,QCHWK,BL LASER,45944,19018,ROLLOVER,ROLLOVER,46.721659,26.753923192,24.562790191999998,212.0,,
166L05,QCHWK,SILC,44917,6901,ROLLOVER,ROLLOVER,48.278776,28.732769484000002,26.840576484000003,218.0,,
166L6V,QCHWK,BL LASER,44661,19084,ROLLOVER,ROLLOVER,46.772577,26.92587622,22.94602922,212.0,,
166L6W,QCHWK,BL LASER,44917,19051,ROLLOVER,ROLLOVER,47.025526,27.05732454,23.67864354,210.0,,
166L6X,QCHWK,BL LASER,45174,19018,ROLLOVER,ROLLOVER,46.516343,26.555098368,24.329471367999997,211.0,,
166M05,QCHWK,SILC,44147,6901,ROLLOVER,ROLLOVER,48.232785,29.0063031,26.5490801,214.0,,
166M6V,QCHWK,BL LASER,43891,19084,ROLLOVER,ROLLOVER,46.555763,26.765479996000003,24.551350996000004,212.0,,
166M6W,QCHWK,BL LASER,44147,19051,ROLLOVER,ROLLOVER,46.261751,26.772326088000003,24.541772088000005,208.0,,
166M6X,QCHWK,BL LASER,44404,19018,ROLLOVER,ROLLOVER,46.728229,26.867822716,22.692514715999998,211.0,,
166N6V,QCHWK,BL LASER,43121,19084,ROLLOVER,ROLLOVER,45.959525,26.321412524,20.717104524000003,208.0,,
166N6W,QCHWK,BL LASER,43377,19051,ROLLOVER,ROLLOVER,46.278176,27.015039268,24.789412268,213.0,,
166N6X,QCHWK,BL LASER,43634,19018,ROLLOVER,ROLLOVER,46.131991,26.755250324000002,24.064788324000002,212.0,,
176C05,QCHWK,SILC,-45173,20401,ROLLOVER,ROLLOVER,48.451241,28.516264491999998,27.014992491999998,219.0,,
176D05,QCHWK,SILC,-45943,20401,ROLLOVER,ROLLOVER,48.091528,28.323372508000002,26.478812508000008,219.0,,
176E05,QCHWK,SILC,-46713,20401,ROLLOVER,ROLLOVER,48.175297,28.37028308,26.23006808,217.0,,
176H6V,QCHWK,BL LASER,-49279,32584,ROLLOVER,ROLLOVER,44.998646,27.060235072,25.059635072000003,208.0,,
176H6W,QCHWK,BL LASER,-49023,32551,ROLLOVER,ROLLOVER,45.034782,26.966597816,24.832952816000006,208.0,,
176H6X,QCHWK,BL LASER,-48766,32518,ROLLOVER,ROLLOVER,44.530525,26.585774228,18.154674228,209.0,,
176I6V,QCHWK,BL LASER,-50049,32584,ROLLOVER,ROLLOVER,45.338649,27.13882678,24.891847779999996,216.0,,
176I6W,QCHWK,BL LASER,-49793,32551,ROLLOVER,ROLLOVER,45.090628,26.971604232,24.846172231999997,209.0,,
176I6X,QCHWK,BL LASER,-49536,32518,ROLLOVER,ROLLOVER,44.970723,26.727793792,24.868451791999995,208.0,,
176J05,QCHWK,SILC,-50563,20401,ROLLOVER,ROLLOVER,48.195007,28.541342652,26.657361652,214.0,,
176J6V,QCHWK,BL LASER,-50819,32584,ROLLOVER,ROLLOVER,45.291016,26.62943262,19.203560619999998,209.0,,
176J6W,QCHWK,BL LASER,-50563,32551,ROLLOVER,ROLLOVER,45.323867,27.052745148000003,25.186832148000004,208.5,,
176J6X,QCHWK,BL LASER,-50306,32518,ROLLOVER,ROLLOVER,45.23517,26.505119504,23.732531503999994,208.0,,
176K05,QCHWK,SILC,-51333,20401,ROLLOVER,ROLLOVER,47.927275,28.61909994,27.101402940000003,218.0,,
176K6V,QCHWK,BL LASER,-51589,32584,ROLLOVER,ROLLOVER,45.52754,26.164137128,15.124701128000002,209.0,,
176K6W,QCHWK,BL LASER,-51333,32551,ROLLOVER,ROLLOVER,45.471694,26.882920848,24.507823848000005,215.0,,
176K6X,QCHWK,BL LASER,-51076,32518,ROLLOVER,ROLLOVER,45.130048,26.609314936,20.898242936,209.0,,
176L05,QCHWK,SILC,-52103,20401,ROLLOVER,ROLLOVER,48.130948,28.648402636,26.807127635999997,218.0,,
176L6V,QCHWK,BL LASER,-52359,32584,ROLLOVER,ROLLOVER,45.966095,27.040413068000003,24.423864068000004,210.0,,
176L6W,QCHWK,BL LASER,-52103,32551,ROLLOVER,ROLLOVER,45.888897,26.738023532,23.617219532,210.0,,
176L6X,QCHWK,BL LASER,-51846,32518,ROLLOVER,ROLLOVER,45.519328,26.953529848,24.566935847999996,210.0,,
176M05,QCHWK,SILC,-52873,20401,ROLLOVER,ROLLOVER,48.354332,28.727980444,27.274342444000002,219.0,,
176M6V,QCHWK,BL LASER,-53129,32584,ROLLOVER,ROLLOVER,46.317597,27.029119012,24.041359011999997,210.0,,
176M6W,QCHWK,BL LASER,-52873,32551,ROLLOVER,ROLLOVER,46.130348,27.17949584,25.287302840000002,210.0,,
